TypeofCancer,Compound,CID,CAS,Trend,Sample,TypeofSampl,TypeofControl,Formula
Lung,"1,3-ditert-butylbenzene",136810,1014-60-4,Increase,in vitro,H1650; H820; A549; H2009; H1975; H4006; H1435; Calu-3,Culture medium,C14H22
Lung,"1,2-xylene;1,3-xylene;1,4-xylene",6850715,128686-03-3,Increase,in vitro,H1650; H820; A549; H2009; H1975; H4006; H1435; Calu-3,Culture medium,C24H30
Lung,styrene,7501,100-42-5,Increase,in vitro,H1650; H820; A549; H2009; H1975; H4006; H1435; Calu-3,Culture medium,C8H8
Lung,benzaldehyde,240,100-52-7,Decrease,in vitro,HCC95; HCC15; H226; NE18,Culture medium,C7H6O
Lung,nonanal,31289,124-19-6,Decrease,in vitro,HCC95; HCC15; H226; NE18,Culture medium,C9H18O
Lung,decanal,8175,112-31-2,Decrease,in vitro,HCC95; HCC15; H226; NE18,Culture medium,C10H20O
Lung,5-methyltridecane,520182,-,Decrease,in vitro,HCC95; HCC15; H226; NE18,Culture medium,C14H30
Lung,"2,4-ditert-butylphenol",7311,96-76-4,Increase,in vitro,HCC95; HCC15; H226; NE18,Culture medium,C14H22O
Lung,2-ethylhexan-1-ol,7720,104-76-7,Decrease,in vitro,HCC95; HCC15; H226; NE18,Culture medium,C8H18O
Lung,"1,2-xylene;1,3-xylene;1,4-xylene",6850715,128686-03-3,Decrease,in vitro,HCC95; HCC15; H226; NE18,Culture medium,C24H30
Lung,benzaldehyde,240,100-52-7,Increase,in vitro,H1650; H820; A549; H2009; H1975; H4006; H1435; Calu-3,HCC95; HCC15; H226; NE18,C7H6O
Lung,nonanal,31289,124-19-6,Increase,in vitro,H1650; H820; A549; H2009; H1975; H4006; H1435; Calu-3,HCC95; HCC15; H226; NE18,C9H18O
Lung,5-methyltridecane,520182,-,increase,in vitro,H1650; H820; A549; H2009; H1975; H4006; H1435; Calu-3,HCC95; HCC15; H226; NE18,C14H30
Lung,6-methylhept-5-en-2-one,9862,409-02-9,Increase,in vitro,H1650; H820; A549; H2009; H1975; H4006; H1435; Calu-3,HCC95; HCC15; H226; NE18,C8H14O
Lung,1-phenylethanone,7410,98-86-2,Increase,in vitro,H1650; H820; A549; H2009; H1975; H4006; H1435; Calu-3,HCC95; HCC15; H226; NE18,C8H8O
Lung,2-ethylhexan-1-ol,7720,104-76-7,Increase,in vitro,H1650; H820; A549; H2009; H1975; H4006; H1435; Calu-3,HCC95; HCC15; H226; NE18,C8H18O
Lung,"1,3-ditert-butylbenzene",136810,1014-60-4,Increase,in vitro,H1650; H820; A549; H2009; H1975; H4006; H1435; Calu-3,HCC95; HCC15; H226; NE18,C14H22
Lung,"1,2-xylene;1,3-xylene;1,4-xylene",6850715,128686-03-3,Increase,in vitro,H1650; H820; A549; H2009; H1975; H4006; H1435; Calu-3,HCC95; HCC15; H226; NE18,C24H30
Lung,styrene,7501,100-42-5,Increase,in vitro,H1650; H820; A549; H2009; H1975; H4006; H1435; Calu-3,HCC95; HCC15; H226; NE18,C8H8
Lung,2-methylprop-2-enal,6562,4170-30-3,Decrease,in vitro,NCIH1666,Culture medium,C4H6O
Lung,3-methylbutanal,11552,590-86-3,Decrease,in vitro,NCIH1666,Culture medium,C5H10O
Lung,hexanal,6184,66-25-1,Decrease,in vitro,NCIH1666,Culture medium,C6H12O
Lung,butyl acetate,31272,123-86-4,Decrease,in vitro,NCIH1666,Culture medium,C6H12O2
Lung,2-methoxy-2-methylpropane,15413,1634-04-4,Decrease,in vitro,NCIH1666,Culture medium,(CH3)3COCH3
Lung,2-ethoxy-2-methylpropane,12512,637-92-3,Decrease,in vitro,NCIH1666,Culture medium,C6H14O
Lung,hexanal,6184,66-25-1,Increase,in vivo,Blood samples from patients with lung cancer,Blood samples from healthy individuals,C6H12O
Lung,heptanal,8130,111-71-7,Increase,in vivo,Blood samples from patients with lung cancer,Blood samples from healthy individuals,C7H14O
Lung,propanal,527,123-38-6,Increase,in vivo,Breath samples from patients with non-small cell lung cancer (NSCLC),Breath samples from healthy individuals,C3H6O
Lung,butanal,261,123-72-8,Increase,in vivo,Breath samples from patients with non-small cell lung cancer (NSCLC),Breath samples from healthy individuals,C4H8O
Lung,pentanal,8063,110-62-3,Increase,in vivo,Breath samples from patients with non-small cell lung cancer (NSCLC),Breath samples from healthy individuals,C5H10O
Lung,hexanal,6184,66-25-1,Increase,in vivo,Breath samples from patients with non-small cell lung cancer (NSCLC),Breath samples from healthy individuals,C6H12O
Lung,heptanal,8130,111-71-7,Increase,in vivo,Breath samples from patients with non-small cell lung cancer (NSCLC),Breath samples from healthy individuals,C7H14O
Lung,octanal,454,124-13-0,Increase,in vivo,Breath samples from patients with non-small cell lung cancer (NSCLC),Breath samples from healthy individuals,C8H16O
Lung,nonanal,31289,124-19-6,Increase,in vivo,Breath samples from patients with non-small cell lung cancer (NSCLC),Breath samples from healthy individuals,C9H18O
Lung,butane,7843,106-97-8,-,in vivo,Breath samples from patients with lung cancer,Breath samples from healthy individuals,C4H10
Lung,3-methyltridecane,110848,6418-41-3,-,in vivo,Breath samples from patients with lung cancer,Breath samples from healthy individuals,C14H30
Lung,7-methyltridecane,33588,26730-14-3,-,in vivo,Breath samples from patients with lung cancer,Breath samples from healthy individuals,C14H30
Lung,4-methyloctane,16665,2216-34-4,-,in vivo,Breath samples from patients with lung cancer,Breath samples from healthy individuals,C9H20
Lung,3-methylhexane,11507,589-34-4,-,in vivo,Breath samples from patients with lung cancer,Breath samples from healthy individuals,C7H16
Lung,heptane,8900,142-82-5,-,in vivo,Breath samples from patients with lung cancer,Breath samples from healthy individuals,C7H16
Lung,2-methylhexane,11582,591-76-4,-,in vivo,Breath samples from patients with lung cancer,Breath samples from healthy individuals,C7H16
Lung,pentane,8003,109-66-0,-,in vivo,Breath samples from patients with lung cancer,Breath samples from healthy individuals,C5H12
Lung,5-methyldecane,93071,13151-35-4,-,in vivo,Breath samples from patients with lung cancer,Breath samples from healthy individuals,C11H24
Lung,propan-1-ol,1031,71-23-8,Increase,in vitro,NCI-H2087 cells,Culture medium,C3H8O
Lung,pentane,8003,109-66-0,increase,in vitro,NCI-H2087 cells,culture medium,C5H12
Lung,2-methylpropanal,6561,78-84-2,decrease,in vitro,NCI-H2087 cells,culture medium,C4H8O
Lung,butan-2-one,6569,78-93-3,increase,in vitro,NCI-H2087 cells,culture medium,C4H8O
Lung,"2,3-dimethylbutane",6589,107-83-5,increase,in vitro,NCI-H2087 cells,culture medium,C6H14
Lung,2-methylpentane,7892,107-83-5,increase,in vitro,NCI-H2087 cells,culture medium,C6H14
Lung,3-methylpentane,7282,96-14-0,increase,in vitro,NCI-H2087 cells,culture medium,C6H14
Lung,hexane,8058,110-54-3,increase,in vitro,NCI-H2087 cells,culture medium,C6H14
Lung,3-methylbutanal,11552,590-86-3,decrease,in vitro,NCI-H2087 cells,culture medium,C5H10O
Lung,2-methylbutanal,7284,96-17-3,decrease,in vitro,NCI-H2087 cells,culture medium,C5H10O
Lung,butyl acetate,31272,123-86-4,decrease,in vitro,NCI-H2087 cells,culture medium,C6H12O2
Lung,"2,3,4-trimethylpentane",11269,565-75-3,increase,in vitro,NCI-H2087 cells,culture medium,C8H18
Lung,"2,3,3-trimethylpentane",11215,560-21-4,increase,in vitro,NCI-H2087 cells,culture medium,C8H18
Lung,4-methylheptane,11512,589-53-7,increase,in vitro,NCI-H2087 cells,Culture medium,C8H18
Lung,"2,4-dimethylheptane",16656,2213-23-2,increase,in vitro,NCI-H2087 cells,Culture medium,C9H20
Lung,"2,4-dimethylhept-1-ene",123385,19549-87-2,increase,in vitro,NCI-H2087 cells,Culture medium,C9H18
Lung,"2,3-dimethylheptane",26375,3074-71-3,increase,in vitro,NCI-H2087 cells,Culture medium,C9H20
Lung,4-methyloctane,16665,2216-34-4,increase,in vitro,NCI-H2087 cells,Culture medium,C9H20
Lung,2-ethylhexan-1-ol,7720,104-76-7,increase,in vitro,NCI-H2087 cells,Culture medium,C8H18O
Lung,pentanal,8063,110-62-3,Increase,in vivo,Breath samples from patients with lung cancer,Breath samples from healthy individuals,C5H10O
Lung,hexanal,6184,66-25-1,Increase,in vivo,Breath samples from patients with lung cancer,Breath samples from healthy individuals,C6H12O
Lung,octanal,454,124-13-0,Increase,in vivo,Breath samples from patients with lung cancer,Breath samples from healthy individuals,C8H16O
Lung,nonanal,31289,124-19-6,Increase,in vivo,Breath samples from patients with lung cancer,Breath samples from healthy individuals,C9H18O
Lung,heptanal,8130,111-71-7,Increase,in vivo,Blood samples from patients with lung cancer,Blood samples from healthy individuals,C7H14O
Lung,hexanal,6184,66-25-1,Increase,in vivo,Blood samples from patients with lung cancer,Blood samples from healthy individuals,C6H12O
Lung,heptanal,8130,111-71-7,Increase,in vivo,Blood samples from patients with lung cancer,Blood samples from healthy individuals,C7H14O
Lung,hexanal,6184,66-25-1,Increase,in vivo,Blood samples from patients with lung cancer,Blood samples from healthy individuals,C6H12O
Lung,2-ethylhexan-1-ol,7720,104-76-7,-,in vivo,Saliva samples from patients with lung cancer,Saliva samples from healthy individuals,C8H18O
Lung,propan-1-ol,1031,71-23-8,Increase,in vivo,Breath samples from patients with lung cancer,Breath samples from healthy individuals,C3H8O
Lung,methane,297,74-82-8,Increase,in vivo,Breath samples from patients with lung cancer,Breath samples from healthy individuals,CH4
Lung,propan-1-ol,1031,71-23-8,Increase,in vivo,Breath samples from patients with lung cancer,Breath samples from healthy individuals,C3H8O
Lung,propan-2-ol,3776,67-63-0,Increase,in vivo,Breath samples from patients with lung cancer,Breath samples from healthy individuals,C3H8O
Lung,propanal,527,123-38-6,Increase,in vivo,Breath samples from patients with lung cancer,Breath samples from healthy individuals,C3H6O
Lung,methane,297,74-82-8,Increase,in vivo,Breath samples from patients with lung cancer,Breath samples from healthy individuals,CH4
Lung,hexanal,6184,66-25-1,Increase,in vivo,Blood samples from patients with lung cancer,Blood samples from healthy individuals,C6H12O
Lung,heptanal,8130,111-71-7,Increase,in vivo,Blood samples from patients with lung cancer,Blood samples from healthy individuals,C7H14O
Lung,acetaldehyde,177,75-07-0,Increase,in vitro,Calu-1,culture medium,C2H4O
Lung,acetaldehyde,177,75-07-0,Increase,in vitro,Calu-1,culture medium,C2H4O
Lung,acetaldehyde,177,75-07-0,Increase,in vitro,SK-MES,culture medium,C2H4O
Lung,acetaldehyde,177,75-07-0,decrease,in vitro,A549,culture medium,C2H4O
Lung,butanal,261,123-72-8,decrease,in vitro,A549,culture medium,C4H8O
Lung,pentanal,8063,110-62-3,decrease,in vitro,A549,culture medium,C5H10O
Lung,hexanal,6184,66-25-1,decrease,in vitro,A549,culture medium,C6H12O
Lung,heptanal,8130,111-71-7,decrease,in vitro,A549,culture medium,C7H14O
Lung,acetaldehyde,177,75-07-0,decrease,in vitro,EPLC,culture medium,C2H4O
Lung,pentanal,8063,110-62-3,decrease,in vitro,EPLC,culture medium,C5H10O
Lung,acetaldehyde,177,75-07-0,Increase,in vitro - 3D,Calu-1,culture medium,C2H4O
Lung,acetaldehyde,177,75-07-0,Increase,in vitro - 3D,Calu-1,NL20,C2H4O
Lung,(4-hydroxyphenyl)phosphonic acid,214694,33795-18-5,Increase,in vitro,Calu3; H1650; H4006; H1435; H820; H1975; A549,culture medium,C6H7O4P
Lung,1-ethyl-4-(2-methylpropyl)benzene,576929,-,Decrease,in vitro,Calu3; H1650; H4006; H1435; H820; H1975; A549,culture medium,C12H18
Lung,phenol,996,108-95-2,Increase,in vitro,Calu3; H1650; H4006; H1435; H820; H1975; A549,culture medium,C6H6O
Lung,2-ethenylfuran,73881,1487-18-9,Increase,in vitro,Calu3; H1650; H4006; H1435; H820; H1975; A549,culture medium,C6H6O
Lung,styrene,7501,100-42-5,Increase,in vitro,Calu3; H1650; H4006; H1435; H820; H1975; A549,culture medium,C8H8
Lung,cyclooctatetraene,637866,629-20-9,Increase,in vitro,Calu3; H1650; H4006; H1435; H820; H1975; A549,culture medium,C8H8
Lung,"bicyclo[4.2.0]octa-1,3,5-triene",69667,694-87-1,Increase,in vitro,Calu3; H1650; H4006; H1435; H820; H1975; A549,culture medium,C8H8
Lung,2-methylpentan-2-ylbenzene,16136,1985-57-5,Decrease,in vitro,Calu3; H1650; H4006; H1435; H820; H1975; A549,culture medium,C12H18
Lung,"1,3-di(propan-2-yl)benzene",7450,99-62-7,Increase,in vitro,Calu3; H1650; H4006; H1435; H820; H1975; A549,culture medium,C12H18
Lung,2-ethyloxirane,7834,106-88-7,Increase,in vitro,Calu3; H1650; H4006; H1435; H820; H1975; A549,culture medium,C4H8O
Lung,oxolane,8028,109-99-9,Increase,in vitro,Calu3; H1650; H4006; H1435; H820; H1975; A549,culture medium,C4H8O
Lung,"1,4-dimethyl-2-(2-methylpropyl)benzene",41508,55669-88-0,Decrease,in vitro,Calu3; H1650; H4006; H1435; H820; H1975; A549,culture medium,C12H18
Lung,4-ethylbenzaldehyde,20861,4748-78-1,Decrease,in vitro,Calu3; H1650; H4006; H1435; H820; H1975; A549,culture medium,C9H10O
Lung,"2,5-dimethylbenzaldehyde",22015,5779-94-2,Increase,in vitro,Calu3; H1650; H4006; H1435; H820; H1975; A549,culture medium,C9H10O
Lung,prop-1-en-2-ylbenzene,7407,98-83-9,Decrease,in vitro,Calu3; H1650; H4006; H1435; H820; H1975; A549,culture medium,C9H10
Lung,"1-butan-2-yl-2,4-dimethylbenzene",15141,1483-60-9,Decrease,in vitro,Calu3; H1650; H4006; H1435; H820; H1975; A549,culture medium,C12H18
Lung,naphthalene,931,91-20-3,Decrease,in vitro,Calu3; H1650; H4006; H1435; H820; H1975; A549,culture medium,C10H8
Lung,azulene,9231,275-51-4,Decrease,in vitro,Calu3; H1650; H4006; H1435; H820; H1975; A549,culture medium,C10H8
Lung,1-methylideneindene,75581,2471-84-3,Decrease,in vitro,Calu3; H1650; H4006; H1435; H820; H1975; A549,culture medium,C10H8
Lung,(3E)-3-prop-2-enylidenecyclobutene,5368360,52097-85-5,Increase,in vitro,Calu3; H1650; H4006; H1435; H820; H1975; A549,culture medium,C7H8
Lung,"1,2,4-trimethyl-5-propan-2-ylbenzene",66294,10222-95-4,Decrease,in vitro,Calu3; H1650; H4006; H1435; H820; H1975; A549,culture medium,C12H18
Lung,"1,2,3,4-tetrahydronaphthalene",8404,119-64-2,Increase,in vitro,Calu3; H1650; H4006; H1435; H820; H1975; A549,culture medium,C10H12
Lung,"cyclohepta-1,3,5-triene",11000,544-25-2,Increase,in vitro,Calu3; H1650; H4006; H1435; H820; H1975; A549,culture medium,C7H8
Lung,methyl benzoate,7150,93-58-3,Increase,in vitro,Calu3; H1650; H4006; H1435; H820; H1975; A549,culture medium,C8H8O2
Lung,2-hydroxy-1-phenylethanone,68490,582-24-1,Increase,in vitro,Calu3; H1650; H4006; H1435; H820; H1975; A549,culture medium,C8H8O2
Lung,benzohydrazide,11955,613-94-5,Increase,in vitro,Calu3; H1650; H4006; H1435; H820; H1975; A549,culture medium,C7H8N2O
Lung,1-ethyl-3-methyl-5-propylcyclohexane,549940,-,Decrease,in vitro,Calu3; H1650; H4006; H1435; H820; H1975; A549,culture medium,C12H24
Lung,1-tert-butyl-3-ethylbenzene,139753,14411-56-4,Increase,in vitro,Calu3; H1650; H4006; H1435; H820; H1975; A549,culture medium,C12H18
Lung,"2-methyl-2,3-dihydro-1-benzofuran",101130,1746-11-8,Decrease,in vitro,Calu3; H1650; H4006; H1435; H820; H1975; A549,culture medium,C9H10O
Lung,toluene,1140,108-88-3,Increase,in vitro,Calu3; H1650; H4006; H1435; H820; H1975; A549,culture medium,C6H5CH3
Lung,undecane,14257,1120-21-4,Increase,in vitro,Calu3; H1650; H4006; H1435; H820; H1975; A549,culture medium,C11H24
Lung,"2-methyl-2,3-dihydro-1-benzofuran",101130,1746-11-8,Decrease,in vitro,Calu3; H1650; H4006; H1435; H820; H1975; A549,culture medium,C9H10O
Lung,phthalaldehyde,4807,643-79-8,Increase,in vitro,Calu3; H1650; H4006; H1435; H820; H1975; A549,culture medium,C8H6O2
Lung,benzaldehyde,240,100-52-7,Increase,in vitro,Calu3; H1650; H4006; H1435; H820; H1975; A549,culture medium,C7H6O
Lung,2-hydroxy-2-phenylacetonitrile,10758,532-28-5,Increase,in vitro,Calu3; H1650; H4006; H1435; H820; H1975; A549,culture medium,C8H7NO
Lung,"2,6-dimethyl-1,2,3,4,4a,5,6,7,8,8a-decahydronaphthalene",15379,1618-22-0,Decrease,in vitro,Calu3; H1650; H4006; H1435; H820; H1975; A549,culture medium,C12H22
Lung,"1,5-dimethyl-1,2,3,4,4a,5,6,7,8,8a-decahydronaphthalene",565746,-,Decrease,in vitro,Calu3; H1650; H4006; H1435; H820; H1975; A549,culture medium,C12H22
Lung,"2,3-dimethyl-1,2,3,4,4a,5,6,7,8,8a-decahydronaphthalene",13885,1008-80-6,Decrease,in vitro,Calu3; H1650; H4006; H1435; H820; H1975; A549,culture medium,C12H22
Lung,"1,3,5-trimethyl-2-propylbenzene",521228,-,Increase,in vitro,Calu3; H1650; H4006; H1435; H820; H1975; A549,culture medium,C12H18
Lung,1-ethyl-3-propan-2-ylbenzene,21030,4920-99-4,Increase,in vitro,Calu3; H1650; H4006; H1435; H820; H1975; A549,culture medium,C11H16
Lung,"1,2-di(propan-2-yl)benzene",11345,25321-09-9,Produced,in vitro,Calu3; H1650; H4006; H1435; H820; H1975; A549,culture medium,C12 H18
Lung,3-ethylbenzaldehyde,118623,34246-54-3,Produced,in vitro,Calu3; H1650; H4006; H1435; H820; H1975; A549,culture medium,C9H10O
Lung,-,136606,768-46-7,Produced,in vitro,Calu3; H1650; H4006; H1435; H820; H1975; A549,culture medium,C10H12
Lung,cyclopropylmethylbenzene,74274,1667-00-1,Produced,in vitro,Calu3; H1650; H4006; H1435; H820; H1975; A549,culture medium,C10H12
Lung,acetic acid,176,64-19-7,Produced,in vitro,Calu3; H1650; H4006; H1435; H820; H1975; A549,culture medium,C2H4O2
Lung,1-ethyl-3-methyladamantane,519330,-,Produced,in vitro,Calu3; H1650; H4006; H1435; H820; H1975; A549,culture medium,C13H22
Lung,2-methylbutan-2-ylbenzene,16295,2049-95-8,Produced,in vitro,Calu3; H1650; H4006; H1435; H820; H1975; A549,culture medium,C11H16
Lung,"4,7-dimethylundecane",519389,-,Produced,in vitro,Calu3; H1650; H4006; H1435; H820; H1975; A549,culture medium,C13H28
Lung,character(0),-,character(0),Produced,in vitro,Calu3; H1650; H4006; H1435; H820; H1975; A549,culture medium,character(0)
Lung,2-ethylhexan-1-ol,7720,104-76-7,Produced,in vitro,Calu3; H1650; H4006; H1435; H820; H1975; A549,culture medium,C8H18O
Lung,2-ethyl-4-methylpentan-1-ol,7821,106-67-2,Produced,in vitro,Calu3; H1650; H4006; H1435; H820; H1975; A549,culture medium,C8H18O
Lung,"1,2-xylene;1,3-xylene;1,4-xylene",6850715,128686-03-3,Produced,in vitro,Calu3; H1650; H4006; H1435; H820; H1975; A549,culture medium,C24H30
Lung,ethylbenzene,7500,100-41-4,Produced,in vitro,Calu3; H1650; H4006; H1435; H820; H1975; A549,culture medium,C8H10
Lung,"1,4-xylene",7809,106-42-3,Produced,in vitro,Calu3; H1650; H4006; H1435; H820; H1975; A549,culture medium,C6H4(CH3)2
Lung,nitrous oxide,948,10024-97-2,Produced,in vitro,Calu3; H1650; H4006; H1435; H820; H1975; A549,culture medium,N2O
Lung,nonanal,31289,124-19-6,Increase,in vitro,A549,Upon treatment with cisplatin,C9H18O
Lung,"1,3-ditert-butylbenzene",136810,1014-60-4,Increase,in vitro,A549,Upon treatment with cisplatin,C14H22
Lung,"2,6-ditert-butylcyclohexa-2,5-diene-1,4-dione",12867,719-22-2,Increase,in vitro,A549,Upon treatment with cisplatin,C14H20O2
Lung,decane,15600,124-18-5,Increase,in vitro,A549,Upon treatment with cisplatin,C10H22
Lung,tridecan-2-one,11622,593-08-8,Produced,in vitro,A549,BEAS2B,C13H26O
Lung,tridecan-2-one,11622,593-08-8,Produced,in vitro,SK-MEM-1,BEAS2B,C13H26O
Lung,tridecan-2-one,11622,593-08-8,Produced,in vitro,NCIH 446,BEAS2B,C13H26O
Lung,decane,15600,124-18-5,Increase,in vivo,Breath samples from patients with lung cancer,Breath samples from healthy individuals,C10H22
Lung,5-methylundecane,94213,1632-70-8,Produced,in vivo,Breath samples from patients with lung cancer,Breath samples from healthy individuals,C12H26
Lung,nonadecan-2-one,69423,629-66-3,Increase,in vivo,Breath samples from patients with lung cancer,Breath samples from healthy individuals,C19H38O
Lung,icosane,8222,112-95-8,Increase,in vivo,Breath samples from patients with lung cancer,Breath samples from healthy individuals,C20H42
Lung,henicosane,12403,629-94-7,Produced,in vivo,Breath samples from patients with lung cancer,Breath samples from healthy individuals,C21H44
Lung,ethanol,702,64-17-5,Increase,in vivo,Breath samples from patients with lung cancer,Breath samples from healthy individuals,CH3CH2OH
Lung,pyridine,1049,110-86-1,Increase,in vivo,Breath samples from patients with lung cancer,Breath samples from healthy individuals,C5H5N
Lung,acetaldehyde,177,75-07-0,Increase,in vivo,Breath samples from patients with lung cancer,Breath samples from healthy individuals,C2H4O
Lung,octane,356,111-65-9,Increase,in vivo,Breath samples from patients with lung cancer,Breath samples from healthy individuals,C8H18
Lung,propanal,527,123-38-6,Increase,in vivo,Breath samples from patients with lung cancer,Breath samples from healthy individuals,C3H6O
Lung,prop-2-enal,7847,107-02-8,Increase,in vivo,Breath samples from patients with lung cancer,Breath samples from healthy individuals,CH2=CHCHO
Lung,"2,4-dimethylheptane",16656,2213-23-2,Decrease,in vivo,Breath samples from patients with lung cancer,Breath samples from healthy individuals,C9H20
Lung,nonane,8141,111-84-2,Increase,in vivo,Breath samples from patients with lung cancer,Breath samples from healthy individuals,C9H20
Lung,2-methylpent-1-ene,12986,763-29-1,Increase,in vivo,Breath samples from patients with lung cancer,Breath samples from healthy individuals,C6H12
Lung,butan-2-one,6569,78-93-3,Decrease,in vivo,Breath samples from patients with lung cancer,Breath samples from healthy individuals,C4H8O
Lung,4-methyloctane,16665,2216-34-4,Decrease,in vivo,Breath samples from patients with lung cancer,Breath samples from healthy individuals,C9H20
Lung,propan-2-ol,3776,67-63-0,Increase,in vivo,Breath samples from patients with lung cancer,Breath samples from healthy individuals,C3H8O
Lung,"butane-2,3-dione",650,431-03-8,Increase,in vivo,Breath samples from patients with lung cancer,Breath samples from healthy individuals,CH3COCOCH3
Lung,benzaldehyde,240,100-52-7,Increase,in vivo,Breath samples from patients with lung cancer,Breath samples from healthy individuals,C7H6O
Lung,acetic acid,176,64-19-7,Increase,in vivo,Breath samples from patients with lung cancer,Breath samples from healthy individuals,C2H4O2
Lung,prop-1-ene,8252,115-07-1,Increase,in vivo,Breath samples from patients with lung cancer,Breath samples from healthy individuals,C3H6
Lung,6-methylhept-5-en-2-one,9862,409-02-9,Decrease,in vivo,Breath samples from patients with lung cancer,Breath samples from healthy individuals,C8H14O
Lung,dodecane,8182,112-40-3,Increase,in vivo,Breath samples from patients with lung cancer,Breath samples from healthy individuals,C12H26
Lung,decanal,8175,112-31-2,Decrease,in vivo,Breath samples from patients with lung cancer,Breath samples from healthy individuals,C10H20O
Lung,acetonitrile,6342,75-05-8,Increase,in vivo,Breath samples from patients with lung cancer,Breath samples from healthy individuals,C2H3N
Lung,"2,3,4-trimethylpentane",11269,565-75-3,Decrease,in vivo,Breath samples from patients with lung cancer,Breath samples from healthy individuals,C8H18
Lung,methyl acetate,6584,79-20-9,Decrease,in vivo,Breath samples from patients with lung cancer,Breath samples from healthy individuals,C3H6O2
Lung,"4,6,6-trimethylbicyclo[3.1.1]hept-3-ene",6654,80-56-8,Increase,in vivo,Breath samples from patients with lung cancer,Breath samples from healthy individuals,C10H16
Lung,3-methylbutanal,11552,590-86-3,Increase,in vivo,Breath samples from patients with lung cancer,Breath samples from healthy individuals,C5H10O
Lung,1H-pyrrole,8027,16199-06-7,Increase,in vivo,Breath samples from patients with lung cancer,Breath samples from healthy individuals,C4H5N
Lung,hexanal,6184,66-25-1,Increase,in vivo,Breath samples from patients with lung cancer,Breath samples from healthy individuals,C6H12O
Lung,(E)-but-2-enal,447466,4170-30-3,Increase,in vivo,Breath samples from patients with lung cancer,Breath samples from healthy individuals,C4H6O
Lung,"2,4-dimethylhept-1-ene",123385,19549-87-2,Decrease,in vivo,Breath samples from patients with lung cancer,Breath samples from healthy individuals,C9H18
Lung,hexane,8058,110-54-3,Increase,in vivo,Breath samples from patients with lung cancer,Breath samples from healthy individuals,C6H14
Lung,octanal,454,124-13-0,Decrease,in vivo,Breath samples from patients with lung cancer,Breath samples from healthy individuals,C8H16O
Lung,propan-2-one,180,67-64-1,Increase,in vivo,Breath samples from patients with lung cancer,Breath samples from healthy individuals,C3H6O
Lung,pentan-2-one,7895,107-87-9,Decrease,in vivo,Breath samples from patients with lung cancer,Breath samples from healthy individuals,C5H10O
Lung,2-methylpentane,7892,107-83-5,Increase,in vivo,Breath samples from patients with lung cancer,Breath samples from healthy individuals,C6H14
Lung,2-methylpropanal,6561,78-84-2,Increase,in vivo,Breath samples from patients with lung cancer,Breath samples from healthy individuals,C4H8O
Lung,3-methylhexane,11507,589-34-4,Increase,in vivo,Breath samples from patients with lung cancer,Breath samples from healthy individuals,C7H16
Lung,methanol,887,67-56-1,Decrease,in vivo,Breath samples from patients with lung cancer,Breath samples from healthy individuals,CH4O
Lung,2-methylbutanal,7284,96-17-3,Decrease,in vivo,Breath samples from patients with lung cancer,Breath samples from healthy individuals,C5H10O
Lung,ethanol,702,64-17-5,Increase,Ex vivo,lung tissues from patients with lung cancer,Unaffected lung tissue,CH3CH2OH
Lung,pyridine,1049,110-86-1,Increase,Ex vivo,lung tissues from patients with lung cancer,Unaffected lung tissue,C5H5N
Lung,hexan-2-one,11583,591-78-6,Decrease,Ex vivo,lung tissues from patients with lung cancer,Unaffected lung tissue,C6H12O
Lung,4-methylheptane,11512,589-53-7,Increase,Ex vivo,lung tissues from patients with lung cancer,Unaffected lung tissue,C8H18
Lung,acetaldehyde,177,75-07-0,Increase,Ex vivo,lung tissues from patients with lung cancer,Unaffected lung tissue,C2H4O
Lung,octane,356,111-65-9,Increase,Ex vivo,lung tissues from patients with lung cancer,Unaffected lung tissue,C8H18
Lung,propanal,527,123-38-6,Increase,Ex vivo,lung tissues from patients with lung cancer,Unaffected lung tissue,C3H6O
Lung,prop-2-enal,7847,107-02-8,Increase,Ex vivo,lung tissues from patients with lung cancer,Unaffected lung tissue,CH2=CHCHO
Lung,"2,4-dimethylheptane",16656,2213-23-2,Increase,Ex vivo,lung tissues from patients with lung cancer,Unaffected lung tissue,C9H20
Lung,nonane,8141,111-84-2,Increase,Ex vivo,lung tissues from patients with lung cancer,Unaffected lung tissue,C9H20
Lung,2-methylpent-1-ene,12986,763-29-1,Increase,Ex vivo,lung tissues from patients with lung cancer,Unaffected lung tissue,C6H12
Lung,butan-2-one,6569,78-93-3,Decrease,Ex vivo,lung tissues from patients with lung cancer,Unaffected lung tissue,C4H8O
Lung,4-methyloctane,16665,2216-34-4,Increase,Ex vivo,lung tissues from patients with lung cancer,Unaffected lung tissue,C9H20
Lung,propan-2-ol,3776,67-63-0,Decrease,Ex vivo,lung tissues from patients with lung cancer,Unaffected lung tissue,C3H8O
Lung,"butane-2,3-dione",650,431-03-8,Increase,Ex vivo,lung tissues from patients with lung cancer,Unaffected lung tissue,CH3COCOCH3
Lung,benzaldehyde,240,100-52-7,Increase,Ex vivo,lung tissues from patients with lung cancer,Unaffected lung tissue,C7H6O
Lung,acetic acid,176,64-19-7,Increase,Ex vivo,lung tissues from patients with lung cancer,Unaffected lung tissue,C2H4O2
Lung,prop-1-ene,8252,115-07-1,Decrease,Ex vivo,lung tissues from patients with lung cancer,Unaffected lung tissue,C3H6
